Date,close
1996-12-31,651.219970703125
1997-01-31,685.8400268554688
1997-02-28,676.530029296875
1997-03-31,677.3400268554688
1997-04-30,703.22998046875
1997-05-31,746.3599853515625
1997-06-30,745.4000244140625
1997-07-31,726.1199951171875
1997-08-31,704.27001953125
1997-09-30,647.1099853515625
1997-10-31,470.7900085449219
1997-11-30,411.9100036621094
1997-12-31,375.1499938964844
1998-01-31,558.3300170898438
1998-02-28,548.4199829101562
1998-03-31,481.0400085449219
1998-04-30,421.2200012207031
1998-05-31,336.6300048828125
1998-06-30,297.8800048828125
1998-07-31,343.3299865722656
1998-08-31,310.1600036621094
1998-09-30,310.32000732421875
1998-10-31,384.75
1998-11-30,451.8800048828125
1998-12-31,562.4600219726562
1999-01-31,571.4299926757812
1999-02-28,520.0599975585938
1999-03-31,618.97998046875
1999-04-30,752.5900268554688
1999-05-31,736.02001953125
1999-06-30,883.0
1999-07-31,969.719970703125
1999-08-31,937.8800048828125
1999-09-30,836.1799926757812
1999-10-31,833.510009765625
1999-11-30,996.6599731445312
1999-12-31,1028.0699462890625
2000-01-31,943.8800048828125
2000-02-29,828.3800048828125
2000-03-31,860.9400024414062
2000-04-30,725.3900146484375
2000-05-31,731.8800048828125
2000-06-30,821.219970703125
2000-07-31,705.969970703125
2000-08-31,688.6199951171875
2000-09-30,613.219970703125
2000-10-31,514.47998046875
2000-11-30,509.2300109863281
2000-12-31,504.6199951171875
2001-01-31,617.9099731445312
2001-02-28,578.0999755859375
2001-03-31,523.219970703125
2001-04-30,577.3599853515625
2001-05-31,612.1599731445312
2001-06-30,595.1300048828125
2001-07-31,541.5499877929688
2001-08-31,545.1099853515625
2001-09-30,479.67999267578125
2001-10-31,537.8099975585938
2001-11-30,643.8900146484375
2001-12-31,693.7000122070312
2002-01-31,748.0700073242188
2002-02-28,819.989990234375
2002-03-31,895.5800170898438
2002-04-30,842.3400268554688
2002-05-31,796.4000244140625
2002-06-30,742.719970703125
2002-07-31,717.989990234375
2002-08-31,736.4000244140625
2002-09-30,646.4199829101562
2002-10-31,658.9199829101562
2002-11-30,724.7999877929688
2002-12-31,627.5499877929688
2003-01-31,591.8599853515625
